ObservationDate,Shorthand,From,To,Price
06/04/2009,Q4_11,01/10/2011,31/12/2011,0.6715
06/04/2009,Q1_12,01/01/2012,31/03/2012,0.7635
06/04/2009,Q2_12,01/04/2012,30/06/2012,0.6205
06/04/2009,Q3_12,01/07/2012,30/09/2012,0.6005
06/04/2009,Q4_12,01/10/2012,31/12/2012,0.7
06/04/2009,Q1_13,01/01/2013,31/03/2013,0.792
06/04/2009,Q2_13,01/04/2013,30/06/2013,0.6385
06/04/2009,Q3_13,01/07/2013,30/09/2013,0.6165
06/04/2009,Q4_13,01/10/2013,31/12/2013,0.712
06/04/2009,Q1_14,01/01/2014,31/03/2014,0.804
06/04/2009,Q2_14,01/04/2014,30/06/2014,0.648
06/04/2009,Q3_14,01/07/2014,30/09/2014,0.627
07/04/2009,Q3_09,01/07/2009,30/09/2009,0.31375
07/04/2009,Q4_09,01/10/2009,31/12/2009,0.4995
07/04/2009,Q1_10,01/01/2010,31/03/2010,0.5955
07/04/2009,Q2_10,01/04/2010,30/06/2010,0.506
07/04/2009,Q3_10,01/07/2010,30/09/2010,0.49
07/04/2009,Q4_10,01/10/2010,31/12/2010,0.6255
07/04/2009,Q1_11,01/01/2011,31/03/2011,0.7185
07/04/2009,Q2_11,01/04/2011,30/06/2011,0.5885
07/04/2009,Q3_11,01/07/2011,30/09/2011,0.5695
07/04/2009,Q4_11,01/10/2011,31/12/2011,0.671
07/04/2009,Q1_12,01/01/2012,31/03/2012,0.763
07/04/2009,Q2_12,01/04/2012,30/06/2012,0.62
07/04/2009,Q3_12,01/07/2012,30/09/2012,0.6
07/04/2009,Q4_12,01/10/2012,31/12/2012,0.699
07/04/2009,Q1_13,01/01/2013,31/03/2013,0.791
07/04/2009,Q2_13,01/04/2013,30/06/2013,0.6395
07/04/2009,Q3_13,01/07/2013,30/09/2013,0.6175
07/04/2009,Q4_13,01/10/2013,31/12/2013,0.7115
07/04/2009,Q1_14,01/01/2014,31/03/2014,0.8035
07/04/2009,Q2_14,01/04/2014,30/06/2014,0.6485
07/04/2009,Q3_14,01/07/2014,30/09/2014,0.6275
08/04/2009,Q3_09,01/07/2009,30/09/2009,0.30725
08/04/2009,Q4_09,01/10/2009,31/12/2009,0.4835
08/04/2009,Q1_10,01/01/2010,31/03/2010,0.5815
08/04/2009,Q2_10,01/04/2010,30/06/2010,0.4955
08/04/2009,Q3_10,01/07/2010,30/09/2010,0.4755
08/04/2009,Q4_10,01/10/2010,31/12/2010,0.62
08/04/2009,Q1_11,01/01/2011,31/03/2011,0.715
08/04/2009,Q2_11,01/04/2011,30/06/2011,0.58
08/04/2009,Q3_11,01/07/2011,30/09/2011,0.56
08/04/2009,Q4_11,01/10/2011,31/12/2011,0.66
08/04/2009,Q1_12,01/01/2012,31/03/2012,0.755
08/04/2009,Q2_12,01/04/2012,30/06/2012,0.615
08/04/2009,Q3_12,01/07/2012,30/09/2012,0.595
08/04/2009,Q4_12,01/10/2012,31/12/2012,0.6925
08/04/2009,Q1_13,01/01/2013,31/03/2013,0.7875
08/04/2009,Q2_13,01/04/2013,30/06/2013,0.634
08/04/2009,Q3_13,01/07/2013,30/09/2013,0.613
08/04/2009,Q4_13,01/10/2013,31/12/2013,0.706
08/04/2009,Q1_14,01/01/2014,31/03/2014,0.801
08/04/2009,Q2_14,01/04/2014,30/06/2014,0.6445
08/04/2009,Q3_14,01/07/2014,30/09/2014,0.6235
09/04/2009,Q3_09,01/07/2009,30/09/2009,0.29975
09/04/2009,Q4_09,01/10/2009,31/12/2009,0.4835
09/04/2009,Q1_10,01/01/2010,31/03/2010,0.5815
09/04/2009,Q2_10,01/04/2010,30/06/2010,0.4955
09/04/2009,Q3_10,01/07/2010,30/09/2010,0.4755
09/04/2009,Q4_10,01/10/2010,31/12/2010,0.6185
09/04/2009,Q1_11,01/01/2011,31/03/2011,0.7135
09/04/2009,Q2_11,01/04/2011,30/06/2011,0.582
09/04/2009,Q3_11,01/07/2011,30/09/2011,0.562
09/04/2009,Q4_11,01/10/2011,31/12/2011,0.661
09/04/2009,Q1_12,01/01/2012,31/03/2012,0.756
09/04/2009,Q2_12,01/04/2012,30/06/2012,0.616
09/04/2009,Q3_12,01/07/2012,30/09/2012,0.596
09/04/2009,Q4_12,01/10/2012,31/12/2012,0.693
09/04/2009,Q1_13,01/01/2013,31/03/2013,0.788
09/04/2009,Q2_13,01/04/2013,30/06/2013,0.6345
09/04/2009,Q3_13,01/07/2013,30/09/2013,0.6135
09/04/2009,Q4_13,01/10/2013,31/12/2013,0.706
09/04/2009,Q1_14,01/01/2014,31/03/2014,0.801
09/04/2009,Q2_14,01/04/2014,30/06/2014,0.6445
09/04/2009,Q3_14,01/07/2014,30/09/2014,0.6235
14/04/2009,Q3_09,01/07/2009,30/09/2009,0.28575
14/04/2009,Q4_09,01/10/2009,31/12/2009,0.4675
14/04/2009,Q1_10,01/01/2010,31/03/2010,0.5695
14/04/2009,Q2_10,01/04/2010,30/06/2010,0.4825
14/04/2009,Q3_10,01/07/2010,30/09/2010,0.4625
14/04/2009,Q4_10,01/10/2010,31/12/2010,0.6115
14/04/2009,Q1_11,01/01/2011,31/03/2011,0.7085
14/04/2009,Q2_11,01/04/2011,30/06/2011,0.5765
14/04/2009,Q3_11,01/07/2011,30/09/2011,0.5565
14/04/2009,Q4_11,01/10/2011,31/12/2011,0.655
14/04/2009,Q1_12,01/01/2012,31/03/2012,0.751
14/04/2009,Q2_12,01/04/2012,30/06/2012,0.613
14/04/2009,Q3_12,01/07/2012,30/09/2012,0.593
14/04/2009,Q4_12,01/10/2012,31/12/2012,0.686
14/04/2009,Q1_13,01/01/2013,31/03/2013,0.782
14/04/2009,Q2_13,01/04/2013,30/06/2013,0.6305
14/04/2009,Q3_13,01/07/2013,30/09/2013,0.6095
14/04/2009,Q4_13,01/10/2013,31/12/2013,0.703
14/04/2009,Q1_14,01/01/2014,31/03/2014,0.798
14/04/2009,Q2_14,01/04/2014,30/06/2014,0.6415
14/04/2009,Q3_14,01/07/2014,30/09/2014,0.6205
15/04/2009,Q3_09,01/07/2009,30/09/2009,0.2875
15/04/2009,Q4_09,01/10/2009,31/12/2009,0.4655
15/04/2009,Q1_10,01/01/2010,31/03/2010,0.5675
15/04/2009,Q2_10,01/04/2010,30/06/2010,0.48
15/04/2009,Q3_10,01/07/2010,30/09/2010,0.46
15/04/2009,Q4_10,01/10/2010,31/12/2010,0.615
15/04/2009,Q1_11,01/01/2011,31/03/2011,0.712
15/04/2009,Q2_11,01/04/2011,30/06/2011,0.5785
15/04/2009,Q3_11,01/07/2011,30/09/2011,0.5585
15/04/2009,Q4_11,01/10/2011,31/12/2011,0.659
15/04/2009,Q1_12,01/01/2012,31/03/2012,0.755
15/04/2009,Q2_12,01/04/2012,30/06/2012,0.6175
15/04/2009,Q4_12,01/10/2012,31/12/2012,0.6875
15/04/2009,Q1_13,01/01/2013,31/03/2013,0.7835
15/04/2009,Q2_13,01/04/2013,30/06/2013,0.636
15/04/2009,Q3_13,01/07/2013,30/09/2013,0.615
15/04/2009,Q4_13,01/10/2013,31/12/2013,0.705
15/04/2009,Q1_14,01/01/2014,31/03/2014,0.8
15/04/2009,Q2_14,01/04/2014,30/06/2014,0.6455
15/04/2009,Q3_14,01/07/2014,30/09/2014,0.6245
16/04/2009,Q3_09,01/07/2009,30/09/2009,0.28025
16/04/2009,Q4_09,01/10/2009,31/12/2009,0.461
16/04/2009,Q1_10,01/01/2010,31/03/2010,0.563
16/04/2009,Q2_10,01/04/2010,30/06/2010,0.477
16/04/2009,Q3_10,01/07/2010,30/09/2010,0.457
16/04/2009,Q4_10,01/10/2010,31/12/2010,0.614
16/04/2009,Q1_11,01/01/2011,31/03/2011,0.711
16/04/2009,Q2_11,01/04/2011,30/06/2011,0.577
16/04/2009,Q3_11,01/07/2011,30/09/2011,0.557
16/04/2009,Q4_11,01/10/2011,31/12/2011,0.658
16/04/2009,Q1_12,01/01/2012,31/03/2012,0.754
16/04/2009,Q2_12,01/04/2012,30/06/2012,0.617
16/04/2009,Q3_12,01/07/2012,30/09/2012,0.597
16/04/2009,Q4_12,01/10/2012,31/12/2012,0.6865
16/04/2009,Q1_13,01/01/2013,31/03/2013,0.7825
16/04/2009,Q2_13,01/04/2013,30/06/2013,0.6355
16/04/2009,Q3_13,01/07/2013,30/09/2013,0.6145
16/04/2009,Q4_13,01/10/2013,31/12/2013,0.7045
16/04/2009,Q1_14,01/01/2014,31/03/2014,0.7995
16/04/2009,Q2_14,01/04/2014,30/06/2014,0.6455
16/04/2009,Q3_14,01/07/2014,30/09/2014,0.6245
17/04/2009,Q3_09,01/07/2009,30/09/2009,0.287
17/04/2009,Q4_09,01/10/2009,31/12/2009,0.4665
17/04/2009,Q1_10,01/01/2010,31/03/2010,0.5685
17/04/2009,Q2_10,01/04/2010,30/06/2010,0.4835
17/04/2009,Q3_10,01/07/2010,30/09/2010,0.4635
17/04/2009,Q4_10,01/10/2010,31/12/2010,0.6175
17/04/2009,Q1_11,01/01/2011,31/03/2011,0.7145
17/04/2009,Q2_11,01/04/2011,30/06/2011,0.58
17/04/2009,Q3_11,01/07/2011,30/09/2011,0.56
17/04/2009,Q4_11,01/10/2011,31/12/2011,0.661
17/04/2009,Q1_12,01/01/2012,31/03/2012,0.757
17/04/2009,Q2_12,01/04/2012,30/06/2012,0.62
17/04/2009,Q3_12,01/07/2012,30/09/2012,0.6
17/04/2009,Q4_12,01/10/2012,31/12/2012,0.687
17/04/2009,Q1_13,01/01/2013,31/03/2013,0.783
17/04/2009,Q2_13,01/04/2013,30/06/2013,0.6385
17/04/2009,Q3_13,01/07/2013,30/09/2013,0.6175
17/04/2009,Q4_13,01/10/2013,31/12/2013,0.7045
17/04/2009,Q1_14,01/01/2014,31/03/2014,0.7995
17/04/2009,Q2_14,01/04/2014,30/06/2014,0.6485
17/04/2009,Q3_14,01/07/2014,30/09/2014,0.6275
20/04/2009,Q3_09,01/07/2009,30/09/2009,0.27775
20/04/2009,Q4_09,01/10/2009,31/12/2009,0.457
20/04/2009,Q1_10,01/01/2010,31/03/2010,0.557
20/04/2009,Q2_10,01/04/2010,30/06/2010,0.47
20/04/2009,Q3_10,01/07/2010,30/09/2010,0.45
20/04/2009,Q4_10,01/10/2010,31/12/2010,0.606
20/04/2009,Q1_11,01/01/2011,31/03/2011,0.686
20/04/2009,Q2_11,01/04/2011,30/06/2011,0.566
20/04/2009,Q3_11,01/07/2011,30/09/2011,0.546
20/04/2009,Q4_11,01/10/2011,31/12/2011,0.656
20/04/2009,Q1_12,01/01/2012,31/03/2012,0.744
20/04/2009,Q2_12,01/04/2012,30/06/2012,0.607
20/04/2009,Q3_12,01/07/2012,30/09/2012,0.587
20/04/2009,Q4_12,01/10/2012,31/12/2012,0.675
20/04/2009,Q1_13,01/01/2013,31/03/2013,0.765
20/04/2009,Q2_13,01/04/2013,30/06/2013,0.6265
20/04/2009,Q3_13,01/07/2013,30/09/2013,0.6055
20/04/2009,Q4_13,01/10/2013,31/12/2013,0.6955
20/04/2009,Q1_14,01/01/2014,31/03/2014,0.7865
20/04/2009,Q2_14,01/04/2014,30/06/2014,0.637
20/04/2009,Q3_14,01/07/2014,30/09/2014,0.616
21/04/2009,Q3_09,01/07/2009,30/09/2009,0.27575
21/04/2009,Q4_09,01/10/2009,31/12/2009,0.452
21/04/2009,Q1_10,01/01/2010,31/03/2010,0.553
21/04/2009,Q2_10,01/04/2010,30/06/2010,0.4675
21/04/2009,Q3_10,01/07/2010,30/09/2010,0.4475
21/04/2009,Q4_10,01/10/2010,31/12/2010,0.601
21/04/2009,Q1_11,01/01/2011,31/03/2011,0.681
21/04/2009,Q2_11,01/04/2011,30/06/2011,0.5605
21/04/2009,Q3_11,01/07/2011,30/09/2011,0.5405
21/04/2009,Q4_11,01/10/2011,31/12/2011,0.6485
21/04/2009,Q1_12,01/01/2012,31/03/2012,0.7365
21/04/2009,Q2_12,01/04/2012,30/06/2012,0.6005
21/04/2009,Q3_12,01/07/2012,30/09/2012,0.5805
21/04/2009,Q4_12,01/10/2012,31/12/2012,0.67
21/04/2009,Q1_13,01/01/2013,31/03/2013,0.76
21/04/2009,Q2_13,01/04/2013,30/06/2013,0.6255
21/04/2009,Q3_13,01/07/2013,30/09/2013,0.6045
21/04/2009,Q4_13,01/10/2013,31/12/2013,0.6915
21/04/2009,Q1_14,01/01/2014,31/03/2014,0.7825
21/04/2009,Q2_14,01/04/2014,30/06/2014,0.6355
21/04/2009,Q3_14,01/07/2014,30/09/2014,0.6145
22/04/2009,Q3_09,01/07/2009,30/09/2009,0.3
22/04/2009,Q4_09,01/10/2009,31/12/2009,0.464
22/04/2009,Q1_10,01/01/2010,31/03/2010,0.563
22/04/2009,Q2_10,01/04/2010,30/06/2010,0.4725
22/04/2009,Q3_10,01/07/2010,30/09/2010,0.4525
22/04/2009,Q4_10,01/10/2010,31/12/2010,0.61
22/04/2009,Q1_11,01/01/2011,31/03/2011,0.69
22/04/2009,Q2_11,01/04/2011,30/06/2011,0.5675
22/04/2009,Q3_11,01/07/2011,30/09/2011,0.5475
22/04/2009,Q4_11,01/10/2011,31/12/2011,0.661
22/04/2009,Q1_12,01/01/2012,31/03/2012,0.749
22/04/2009,Q2_12,01/04/2012,30/06/2012,0.6095
22/04/2009,Q3_12,01/07/2012,30/09/2012,0.5895
22/04/2009,Q4_12,01/10/2012,31/12/2012,0.677
22/04/2009,Q1_13,01/01/2013,31/03/2013,0.767
22/04/2009,Q2_13,01/04/2013,30/06/2013,0.633
22/04/2009,Q3_13,01/07/2013,30/09/2013,0.612
22/04/2009,Q4_13,01/10/2013,31/12/2013,0.6985
22/04/2009,Q1_14,01/01/2014,31/03/2014,0.7895
22/04/2009,Q2_14,01/04/2014,30/06/2014,0.6425
22/04/2009,Q3_14,01/07/2014,30/09/2014,0.6215
23/04/2009,Q3_09,01/07/2009,30/09/2009,0.29075
23/04/2009,Q4_09,01/10/2009,31/12/2009,0.455
23/04/2009,Q1_10,01/01/2010,31/03/2010,0.55
23/04/2009,Q2_10,01/04/2010,30/06/2010,0.465
23/04/2009,Q3_10,01/07/2010,30/09/2010,0.445
23/04/2009,Q4_10,01/10/2010,31/12/2010,0.6
23/04/2009,Q1_11,01/01/2011,31/03/2011,0.68
23/04/2009,Q2_11,01/04/2011,30/06/2011,0.5575
23/04/2009,Q3_11,01/07/2011,30/09/2011,0.5375
23/04/2009,Q4_11,01/10/2011,31/12/2011,0.651
23/04/2009,Q1_12,01/01/2012,31/03/2012,0.739
23/04/2009,Q2_12,01/04/2012,30/06/2012,0.5985
23/04/2009,Q3_12,01/07/2012,30/09/2012,0.5785
23/04/2009,Q4_12,01/10/2012,31/12/2012,0.669
23/04/2009,Q1_13,01/01/2013,31/03/2013,0.759
23/04/2009,Q2_13,01/04/2013,30/06/2013,0.625
23/04/2009,Q3_13,01/07/2013,30/09/2013,0.604
23/04/2009,Q4_13,01/10/2013,31/12/2013,0.691
23/04/2009,Q1_14,01/01/2014,31/03/2014,0.782
23/04/2009,Q2_14,01/04/2014,30/06/2014,0.6345
23/04/2009,Q3_14,01/07/2014,30/09/2014,0.6135
24/04/2009,Q3_09,01/07/2009,30/09/2009,0.297
24/04/2009,Q4_09,01/10/2009,31/12/2009,0.4605
24/04/2009,Q1_10,01/01/2010,31/03/2010,0.5555
24/04/2009,Q2_10,01/04/2010,30/06/2010,0.465
24/04/2009,Q3_10,01/07/2010,30/09/2010,0.445
24/04/2009,Q4_10,01/10/2010,31/12/2010,0.6025
24/04/2009,Q1_11,01/01/2011,31/03/2011,0.6825
24/04/2009,Q2_11,01/04/2011,30/06/2011,0.56
24/04/2009,Q3_11,01/07/2011,30/09/2011,0.54
24/04/2009,Q4_11,01/10/2011,31/12/2011,0.6535
24/04/2009,Q1_12,01/01/2012,31/03/2012,0.7415
24/04/2009,Q2_12,01/04/2012,30/06/2012,0.602
24/04/2009,Q3_12,01/07/2012,30/09/2012,0.582
24/04/2009,Q4_12,01/10/2012,31/12/2012,0.6725
24/04/2009,Q1_13,01/01/2013,31/03/2013,0.7625
24/04/2009,Q2_13,01/04/2013,30/06/2013,0.6275
24/04/2009,Q3_13,01/07/2013,30/09/2013,0.6065
24/04/2009,Q4_13,01/10/2013,31/12/2013,0.6935
24/04/2009,Q1_14,01/01/2014,31/03/2014,0.7845
24/04/2009,Q2_14,01/04/2014,30/06/2014,0.637
24/04/2009,Q3_14,01/07/2014,30/09/2014,0.616
27/04/2009,Q3_09,01/07/2009,30/09/2009,0.305
27/04/2009,Q4_09,01/10/2009,31/12/2009,0.4505
27/04/2009,Q1_10,01/01/2010,31/03/2010,0.5445
27/04/2009,Q2_10,01/04/2010,30/06/2010,0.4575
27/04/2009,Q3_10,01/07/2010,30/09/2010,0.4375
27/04/2009,Q4_10,01/10/2010,31/12/2010,0.5875
27/04/2009,Q1_11,01/01/2011,31/03/2011,0.6675
27/04/2009,Q2_11,01/04/2011,30/06/2011,0.5475
27/04/2009,Q3_11,01/07/2011,30/09/2011,0.5275
27/04/2009,Q4_11,01/10/2011,31/12/2011,0.641
27/04/2009,Q1_12,01/01/2012,31/03/2012,0.729
27/04/2009,Q2_12,01/04/2012,30/06/2012,0.5885
27/04/2009,Q3_12,01/07/2012,30/09/2012,0.5685
27/04/2009,Q4_12,01/10/2012,31/12/2012,0.6625
27/04/2009,Q1_13,01/01/2013,31/03/2013,0.7525
27/04/2009,Q2_13,01/04/2013,30/06/2013,0.6125
27/04/2009,Q3_13,01/07/2013,30/09/2013,0.5915
27/04/2009,Q4_13,01/10/2013,31/12/2013,0.683
27/04/2009,Q1_14,01/01/2014,31/03/2014,0.774
27/04/2009,Q2_14,01/04/2014,30/06/2014,0.624
27/04/2009,Q3_14,01/07/2014,30/09/2014,0.603
28/04/2009,Q3_09,01/07/2009,30/09/2009,0.2895
28/04/2009,Q4_09,01/10/2009,31/12/2009,0.442
28/04/2009,Q1_10,01/01/2010,31/03/2010,0.528
28/04/2009,Q2_10,01/04/2010,30/06/2010,0.4445
28/04/2009,Q3_10,01/07/2010,30/09/2010,0.4245
28/04/2009,Q4_10,01/10/2010,31/12/2010,0.565
28/04/2009,Q1_11,01/01/2011,31/03/2011,0.645
28/04/2009,Q2_11,01/04/2011,30/06/2011,0.5275
28/04/2009,Q3_11,01/07/2011,30/09/2011,0.5075
28/04/2009,Q4_11,01/10/2011,31/12/2011,0.621
28/04/2009,Q1_12,01/01/2012,31/03/2012,0.709
28/04/2009,Q2_12,01/04/2012,30/06/2012,0.58
28/04/2009,Q3_12,01/07/2012,30/09/2012,0.56
28/04/2009,Q4_12,01/10/2012,31/12/2012,0.654
28/04/2009,Q1_13,01/01/2013,31/03/2013,0.744
28/04/2009,Q2_13,01/04/2013,30/06/2013,0.6045
28/04/2009,Q3_13,01/07/2013,30/09/2013,0.5835
28/04/2009,Q4_13,01/10/2013,31/12/2013,0.678
28/04/2009,Q1_14,01/01/2014,31/03/2014,0.769
28/04/2009,Q2_14,01/04/2014,30/06/2014,0.62
28/04/2009,Q3_14,01/07/2014,30/09/2014,0.599
29/04/2009,Q3_09,01/07/2009,30/09/2009,0.294
29/04/2009,Q4_09,01/10/2009,31/12/2009,0.447
29/04/2009,Q1_10,01/01/2010,31/03/2010,0.537
29/04/2009,Q2_10,01/04/2010,30/06/2010,0.4525
29/04/2009,Q3_10,01/07/2010,30/09/2010,0.4325
29/04/2009,Q4_10,01/10/2010,31/12/2010,0.5705
29/04/2009,Q1_11,01/01/2011,31/03/2011,0.6505
29/04/2009,Q2_11,01/04/2011,30/06/2011,0.536
29/04/2009,Q3_11,01/07/2011,30/09/2011,0.516
29/04/2009,Q4_11,01/10/2011,31/12/2011,0.6255
29/04/2009,Q1_12,01/01/2012,31/03/2012,0.7135
29/04/2009,Q2_12,01/04/2012,30/06/2012,0.587
29/04/2009,Q3_12,01/07/2012,30/09/2012,0.567
29/04/2009,Q4_12,01/10/2012,31/12/2012,0.6575
29/04/2009,Q1_13,01/01/2013,31/03/2013,0.7475
29/04/2009,Q2_13,01/04/2013,30/06/2013,0.6105
29/04/2009,Q3_13,01/07/2013,30/09/2013,0.5895
29/04/2009,Q4_13,01/10/2013,31/12/2013,0.6805
29/04/2009,Q1_14,01/01/2014,31/03/2014,0.7715
29/04/2009,Q2_14,01/04/2014,30/06/2014,0.624
29/04/2009,Q3_14,01/07/2014,30/09/2014,0.603
30/04/2009,Q3_09,01/07/2009,30/09/2009,0.2885
30/04/2009,Q4_09,01/10/2009,31/12/2009,0.447
30/04/2009,Q1_10,01/01/2010,31/03/2010,0.537
30/04/2009,Q2_10,01/04/2010,30/06/2010,0.454
30/04/2009,Q3_10,01/07/2010,30/09/2010,0.434
30/04/2009,Q4_10,01/10/2010,31/12/2010,0.572
30/04/2009,Q1_11,01/01/2011,31/03/2011,0.652
30/04/2009,Q2_11,01/04/2011,30/06/2011,0.5375
30/04/2009,Q3_11,01/07/2011,30/09/2011,0.5175
30/04/2009,Q4_11,01/10/2011,31/12/2011,0.626
30/04/2009,Q1_12,01/01/2012,31/03/2012,0.714
30/04/2009,Q2_12,01/04/2012,30/06/2012,0.585
30/04/2009,Q3_12,01/07/2012,30/09/2012,0.565
30/04/2009,Q4_12,01/10/2012,31/12/2012,0.6645
30/04/2009,Q1_13,01/01/2013,31/03/2013,0.7545
30/04/2009,Q2_13,01/04/2013,30/06/2013,0.61
30/04/2009,Q3_13,01/07/2013,30/09/2013,0.589
30/04/2009,Q4_13,01/10/2013,31/12/2013,0.685
30/04/2009,Q1_14,01/01/2014,31/03/2014,0.776
30/04/2009,Q2_14,01/04/2014,30/06/2014,0.624
30/04/2009,Q3_14,01/07/2014,30/09/2014,0.603
01/05/2009,Q3_09,01/07/2009,30/09/2009,0.2825
01/05/2009,Q4_09,01/10/2009,31/12/2009,0.444
01/05/2009,Q1_10,01/01/2010,31/03/2010,0.534
01/05/2009,Q2_10,01/04/2010,30/06/2010,0.454
01/05/2009,Q3_10,01/07/2010,30/09/2010,0.434
01/05/2009,Q4_10,01/10/2010,31/12/2010,0.5725
01/05/2009,Q1_11,01/01/2011,31/03/2011,0.6525
01/05/2009,Q2_11,01/04/2011,30/06/2011,0.5375
01/05/2009,Q3_11,01/07/2011,30/09/2011,0.5175
01/05/2009,Q4_11,01/10/2011,31/12/2011,0.627
01/05/2009,Q1_12,01/01/2012,31/03/2012,0.715
01/05/2009,Q2_12,01/04/2012,30/06/2012,0.5825
01/05/2009,Q3_12,01/07/2012,30/09/2012,0.5625
01/05/2009,Q4_12,01/10/2012,31/12/2012,0.665
01/05/2009,Q1_13,01/01/2013,31/03/2013,0.755
01/05/2009,Q2_13,01/04/2013,30/06/2013,0.6095
01/05/2009,Q3_13,01/07/2013,30/09/2013,0.5885
01/05/2009,Q4_13,01/10/2013,31/12/2013,0.685
01/05/2009,Q1_14,01/01/2014,31/03/2014,0.776
01/05/2009,Q2_14,01/04/2014,30/06/2014,0.624
01/05/2009,Q3_14,01/07/2014,30/09/2014,0.603
05/05/2009,Q3_09,01/07/2009,30/09/2009,0.287
05/05/2009,Q4_09,01/10/2009,31/12/2009,0.447
05/05/2009,Q1_10,01/01/2010,31/03/2010,0.537
05/05/2009,Q2_10,01/04/2010,30/06/2010,0.462
05/05/2009,Q3_10,01/07/2010,30/09/2010,0.442
05/05/2009,Q4_10,01/10/2010,31/12/2010,0.5825
05/05/2009,Q1_11,01/01/2011,31/03/2011,0.6625
05/05/2009,Q2_11,01/04/2011,30/06/2011,0.5425
05/05/2009,Q3_11,01/07/2011,30/09/2011,0.5225
05/05/2009,Q4_11,01/10/2011,31/12/2011,0.639
05/05/2009,Q1_12,01/01/2012,31/03/2012,0.727
05/05/2009,Q2_12,01/04/2012,30/06/2012,0.6
05/05/2009,Q3_12,01/07/2012,30/09/2012,0.58
05/05/2009,Q4_12,01/10/2012,31/12/2012,0.677
05/05/2009,Q1_13,01/01/2013,31/03/2013,0.767
05/05/2009,Q2_13,01/04/2013,30/06/2013,0.6205
05/05/2009,Q3_13,01/07/2013,30/09/2013,0.5995
05/05/2009,Q4_13,01/10/2013,31/12/2013,0.696
05/05/2009,Q1_14,01/01/2014,31/03/2014,0.787
05/05/2009,Q2_14,01/04/2014,30/06/2014,0.634
05/05/2009,Q3_14,01/07/2014,30/09/2014,0.613
06/05/2009,Q3_09,01/07/2009,30/09/2009,0.29125
06/05/2009,Q4_09,01/10/2009,31/12/2009,0.454
06/05/2009,Q1_10,01/01/2010,31/03/2010,0.542
06/05/2009,Q2_10,01/04/2010,30/06/2010,0.472
06/05/2009,Q3_10,01/07/2010,30/09/2010,0.45
06/05/2009,Q4_10,01/10/2010,31/12/2010,0.595
06/05/2009,Q1_11,01/01/2011,31/03/2011,0.675
06/05/2009,Q2_11,01/04/2011,30/06/2011,0.554
06/05/2009,Q3_11,01/07/2011,30/09/2011,0.534
06/05/2009,Q4_11,01/10/2011,31/12/2011,0.651
06/05/2009,Q1_12,01/01/2012,31/03/2012,0.739
06/05/2009,Q2_12,01/04/2012,30/06/2012,0.605
06/05/2009,Q3_12,01/07/2012,30/09/2012,0.585
06/05/2009,Q4_12,01/10/2012,31/12/2012,0.6825
06/05/2009,Q1_13,01/01/2013,31/03/2013,0.7725
06/05/2009,Q2_13,01/04/2013,30/06/2013,0.6255
06/05/2009,Q3_13,01/07/2013,30/09/2013,0.6045
06/05/2009,Q4_13,01/10/2013,31/12/2013,0.701
06/05/2009,Q1_14,01/01/2014,31/03/2014,0.792
06/05/2009,Q2_14,01/04/2014,30/06/2014,0.6385
06/05/2009,Q3_14,01/07/2014,30/09/2014,0.6175
07/05/2009,Q3_09,01/07/2009,30/09/2009,0.30025
07/05/2009,Q4_09,01/10/2009,31/12/2009,0.471
07/05/2009,Q1_10,01/01/2010,31/03/2010,0.559
07/05/2009,Q2_10,01/04/2010,30/06/2010,0.4895
07/05/2009,Q3_10,01/07/2010,30/09/2010,0.4675
07/05/2009,Q4_10,01/10/2010,31/12/2010,0.615
07/05/2009,Q1_11,01/01/2011,31/03/2011,0.695
07/05/2009,Q2_11,01/04/2011,30/06/2011,0.575
07/05/2009,Q3_11,01/07/2011,30/09/2011,0.555
07/05/2009,Q4_11,01/10/2011,31/12/2011,0.666
07/05/2009,Q1_12,01/01/2012,31/03/2012,0.754
07/05/2009,Q2_12,01/04/2012,30/06/2012,0.622
07/05/2009,Q3_12,01/07/2012,30/09/2012,0.602
07/05/2009,Q4_12,01/10/2012,31/12/2012,0.6975
07/05/2009,Q1_13,01/01/2013,31/03/2013,0.7875
07/05/2009,Q2_13,01/04/2013,30/06/2013,0.6355
07/05/2009,Q3_13,01/07/2013,30/09/2013,0.6145
07/05/2009,Q4_13,01/10/2013,31/12/2013,0.7045
07/05/2009,Q1_14,01/01/2014,31/03/2014,0.7955
07/05/2009,Q2_14,01/04/2014,30/06/2014,0.6435
07/05/2009,Q3_14,01/07/2014,30/09/2014,0.6225
08/05/2009,Q3_09,01/07/2009,30/09/2009,0.29625
08/05/2009,Q4_09,01/10/2009,31/12/2009,0.47
08/05/2009,Q1_10,01/01/2010,31/03/2010,0.558
08/05/2009,Q2_10,01/04/2010,30/06/2010,0.491
08/05/2009,Q3_10,01/07/2010,30/09/2010,0.469
08/05/2009,Q4_10,01/10/2010,31/12/2010,0.6145
08/05/2009,Q1_11,01/01/2011,31/03/2011,0.6945
08/05/2009,Q2_11,01/04/2011,30/06/2011,0.576
08/05/2009,Q3_11,01/07/2011,30/09/2011,0.556
08/05/2009,Q4_11,01/10/2011,31/12/2011,0.666
08/05/2009,Q1_12,01/01/2012,31/03/2012,0.754
08/05/2009,Q2_12,01/04/2012,30/06/2012,0.6245
08/05/2009,Q3_12,01/07/2012,30/09/2012,0.6045
