ObservationDate,Shorthand,From,To,Price
29/09/2009,Q3_10,01/07/2010,30/09/2010,0.3735
29/09/2009,Q4_10,01/10/2010,31/12/2010,0.4805
29/09/2009,Q1_11,01/01/2011,31/03/2011,0.5545
29/09/2009,Q2_11,01/04/2011,30/06/2011,0.4885
29/09/2009,Q3_11,01/07/2011,30/09/2011,0.4775
29/09/2009,Q4_11,01/10/2011,31/12/2011,0.5455
29/09/2009,Q1_12,01/01/2012,31/03/2012,0.6255
29/09/2009,Q2_12,01/04/2012,30/06/2012,0.518
29/09/2009,Q3_12,01/07/2012,30/09/2012,0.504
29/09/2009,Q4_12,01/10/2012,31/12/2012,0.592
29/09/2009,Q1_13,01/01/2013,31/03/2013,0.676
29/09/2009,Q2_13,01/04/2013,30/06/2013,0.5755
29/09/2009,Q3_13,01/07/2013,30/09/2013,0.5595
29/09/2009,Q4_13,01/10/2013,31/12/2013,0.631
29/09/2009,Q1_14,01/01/2014,31/03/2014,0.716
29/09/2009,Q2_14,01/04/2014,30/06/2014,0.596
29/09/2009,Q3_14,01/07/2014,30/09/2014,0.5785
29/09/2009,Q4_14,01/10/2014,31/12/2014,0.652
30/09/2009,Q4_09,01/10/2009,31/12/2009,0.30925
30/09/2009,Q1_10,01/01/2010,31/03/2010,0.3875
30/09/2009,Q2_10,01/04/2010,30/06/2010,0.3695
30/09/2009,Q3_10,01/07/2010,30/09/2010,0.3685
30/09/2009,Q4_10,01/10/2010,31/12/2010,0.483
30/09/2009,Q1_11,01/01/2011,31/03/2011,0.557
30/09/2009,Q2_11,01/04/2011,30/06/2011,0.4885
30/09/2009,Q3_11,01/07/2011,30/09/2011,0.4775
30/09/2009,Q4_11,01/10/2011,31/12/2011,0.5485
30/09/2009,Q1_12,01/01/2012,31/03/2012,0.6285
30/09/2009,Q2_12,01/04/2012,30/06/2012,0.5195
30/09/2009,Q3_12,01/07/2012,30/09/2012,0.5055
30/09/2009,Q4_12,01/10/2012,31/12/2012,0.598
30/09/2009,Q1_13,01/01/2013,31/03/2013,0.682
30/09/2009,Q2_13,01/04/2013,30/06/2013,0.5805
30/09/2009,Q3_13,01/07/2013,30/09/2013,0.5645
30/09/2009,Q4_13,01/10/2013,31/12/2013,0.643
30/09/2009,Q1_14,01/01/2014,31/03/2014,0.728
30/09/2009,Q2_14,01/04/2014,30/06/2014,0.6035
30/09/2009,Q3_14,01/07/2014,30/09/2014,0.586
30/09/2009,Q4_14,01/10/2014,31/12/2014,0.665
01/10/2009,Q1_10,01/01/2010,31/03/2010,0.38025
01/10/2009,Q2_10,01/04/2010,30/06/2010,0.362
01/10/2009,Q3_10,01/07/2010,30/09/2010,0.364
01/10/2009,Q4_10,01/10/2010,31/12/2010,0.482
01/10/2009,Q1_11,01/01/2011,31/03/2011,0.556
01/10/2009,Q2_11,01/04/2011,30/06/2011,0.488
01/10/2009,Q3_11,01/07/2011,30/09/2011,0.477
01/10/2009,Q4_11,01/10/2011,31/12/2011,0.548
01/10/2009,Q1_12,01/01/2012,31/03/2012,0.628
01/10/2009,Q2_12,01/04/2012,30/06/2012,0.524
01/10/2009,Q3_12,01/07/2012,30/09/2012,0.51
01/10/2009,Q4_12,01/10/2012,31/12/2012,0.601
,Q1_13,01/01/2013,31/03/2013,0.685
01/10/2009,Q2_13,01/04/2013,30/06/2013,0.583
01/10/2009,Q3_13,01/07/2013,30/09/2013,0.567
01/10/2009,Q4_13,01/10/2013,31/12/2013,0.6455
01/10/2009,Q1_14,01/01/2014,31/03/2014,0.7305
01/10/2009,Q2_14,01/04/2014,30/06/2014,0.606
01/10/2009,Q3_14,01/07/2014,30/09/2014,0.5885
01/10/2009,Q4_14,01/10/2014,31/12/2014,0.6675
01/10/2009,Q1_15,01/01/2015,31/03/2015,0.7525
02/10/2009,Q1_10,01/01/2010,31/03/2010,0.38025
02/10/2009,Q2_10,01/04/2010,30/06/2010,0.359
02/10/2009,Q3_10,01/07/2010,30/09/2010,0.361
02/10/2009,Q4_10,01/10/2010,31/12/2010,0.482
02/10/2009,Q1_11,01/01/2011,31/03/2011,0.556
02/10/2009,Q2_11,01/04/2011,30/06/2011,0.4855
02/10/2009,Q3_11,01/07/2011,30/09/2011,0.4745
02/10/2009,Q4_11,01/10/2011,31/12/2011,0.544
02/10/2009,Q1_12,01/01/2012,31/03/2012,0.624
02/10/2009,Q2_12,01/04/2012,30/06/2012,0.522
02/10/2009,Q3_12,01/07/2012,30/09/2012,0.508
02/10/2009,Q4_12,01/10/2012,31/12/2012,0.602
02/10/2009,Q1_13,01/01/2013,31/03/2013,0.686
02/10/2009,Q2_13,01/04/2013,30/06/2013,0.582
02/10/2009,Q3_13,01/07/2013,30/09/2013,0.566
02/10/2009,Q4_13,01/10/2013,31/12/2013,0.6445
02/10/2009,Q1_14,01/01/2014,31/03/2014,0.7295
02/10/2009,Q2_14,01/04/2014,30/06/2014,0.605
02/10/2009,Q3_14,01/07/2014,30/09/2014,0.5875
02/10/2009,Q4_14,01/10/2014,31/12/2014,0.6665
02/10/2009,Q1_15,01/01/2015,31/03/2015,0.7515
05/10/2009,Q1_10,01/01/2010,31/03/2010,0.3875
05/10/2009,Q2_10,01/04/2010,30/06/2010,0.3645
05/10/2009,Q3_10,01/07/2010,30/09/2010,0.3665
05/10/2009,Q4_10,01/10/2010,31/12/2010,0.486
05/10/2009,Q1_11,01/01/2011,31/03/2011,0.56
05/10/2009,Q2_11,01/04/2011,30/06/2011,0.489
05/10/2009,Q3_11,01/07/2011,30/09/2011,0.478
05/10/2009,Q4_11,01/10/2011,31/12/2011,0.55
05/10/2009,Q1_12,01/01/2012,31/03/2012,0.63
05/10/2009,Q2_12,01/04/2012,30/06/2012,0.5275
05/10/2009,Q3_12,01/07/2012,30/09/2012,0.5135
05/10/2009,Q4_12,01/10/2012,31/12/2012,0.6055
05/10/2009,Q1_13,01/01/2013,31/03/2013,0.6895
05/10/2009,Q2_13,01/04/2013,30/06/2013,0.5835
05/10/2009,Q3_13,01/07/2013,30/09/2013,0.5675
05/10/2009,Q4_13,01/10/2013,31/12/2013,0.6495
05/10/2009,Q1_14,01/01/2014,31/03/2014,0.7345
05/10/2009,Q2_14,01/04/2014,30/06/2014,0.61
05/10/2009,Q3_14,01/07/2014,30/09/2014,0.5925
05/10/2009,Q4_14,01/10/2014,31/12/2014,0.6715
05/10/2009,Q1_15,01/01/2015,31/03/2015,0.7565
06/10/2009,Q1_10,01/01/2010,31/03/2010,0.3995
06/10/2009,Q2_10,01/04/2010,30/06/2010,0.379
06/10/2009,Q3_10,01/07/2010,30/09/2010,0.381
06/10/2009,Q4_10,01/10/2010,31/12/2010,0.5015
06/10/2009,Q1_11,01/01/2011,31/03/2011,0.5755
06/10/2009,Q2_11,01/04/2011,30/06/2011,0.5005
06/10/2009,Q3_11,01/07/2011,30/09/2011,0.4895
06/10/2009,Q4_11,01/10/2011,31/12/2011,0.565
06/10/2009,Q1_12,01/01/2012,31/03/2012,0.645
06/10/2009,Q2_12,01/04/2012,30/06/2012,0.542
06/10/2009,Q3_12,01/07/2012,30/09/2012,0.528
06/10/2009,Q4_12,01/10/2012,31/12/2012,0.618
06/10/2009,Q1_13,01/01/2013,31/03/2013,0.702
06/10/2009,Q2_13,01/04/2013,30/06/2013,0.594
06/10/2009,Q3_13,01/07/2013,30/09/2013,0.578
06/10/2009,Q4_13,01/10/2013,31/12/2013,0.66
06/10/2009,Q1_14,01/01/2014,31/03/2014,0.745
06/10/2009,Q2_14,01/04/2014,30/06/2014,0.6195
06/10/2009,Q3_14,01/07/2014,30/09/2014,0.602
06/10/2009,Q4_14,01/10/2014,31/12/2014,0.68
06/10/2009,Q1_15,01/01/2015,31/03/2015,0.765
07/10/2009,Q1_10,01/01/2010,31/03/2010,0.397
07/10/2009,Q2_10,01/04/2010,30/06/2010,0.3765
07/10/2009,Q3_10,01/07/2010,30/09/2010,0.3785
07/10/2009,Q4_10,01/10/2010,31/12/2010,0.4965
07/10/2009,Q1_11,01/01/2011,31/03/2011,0.5705
07/10/2009,Q2_11,01/04/2011,30/06/2011,0.4955
07/10/2009,Q3_11,01/07/2011,30/09/2011,0.4845
07/10/2009,Q4_11,01/10/2011,31/12/2011,0.56
07/10/2009,Q1_12,01/01/2012,31/03/2012,0.64
07/10/2009,Q2_12,01/04/2012,30/06/2012,0.5395
07/10/2009,Q3_12,01/07/2012,30/09/2012,0.5255
07/10/2009,Q4_12,01/10/2012,31/12/2012,0.616
07/10/2009,Q1_13,01/01/2013,31/03/2013,0.7
07/10/2009,Q2_13,01/04/2013,30/06/2013,0.594
07/10/2009,Q3_13,01/07/2013,30/09/2013,0.578
07/10/2009,Q4_13,01/10/2013,31/12/2013,0.655
07/10/2009,Q1_14,01/01/2014,31/03/2014,0.74
07/10/2009,Q2_14,01/04/2014,30/06/2014,0.619
07/10/2009,Q3_14,01/07/2014,30/09/2014,0.6015
07/10/2009,Q4_14,01/10/2014,31/12/2014,0.675
07/10/2009,Q1_15,01/01/2015,31/03/2015,0.76
08/10/2009,Q1_10,01/01/2010,31/03/2010,0.39575
08/10/2009,Q2_10,01/04/2010,30/06/2010,0.375
08/10/2009,Q3_10,01/07/2010,30/09/2010,0.377
08/10/2009,Q4_10,01/10/2010,31/12/2010,0.4995
08/10/2009,Q1_11,01/01/2011,31/03/2011,0.5685
08/10/2009,Q2_11,01/04/2011,30/06/2011,0.494
08/10/2009,Q3_11,01/07/2011,30/09/2011,0.483
08/10/2009,Q4_11,01/10/2011,31/12/2011,0.56
08/10/2009,Q1_12,01/01/2012,31/03/2012,0.64
08/10/2009,Q2_12,01/04/2012,30/06/2012,0.5395
08/10/2009,Q3_12,01/07/2012,30/09/2012,0.5255
08/10/2009,Q4_12,01/10/2012,31/12/2012,0.615
08/10/2009,Q1_13,01/01/2013,31/03/2013,0.699
08/10/2009,Q2_13,01/04/2013,30/06/2013,0.596
08/10/2009,Q3_13,01/07/2013,30/09/2013,0.58
08/10/2009,Q4_13,01/10/2013,31/12/2013,0.653
08/10/2009,Q1_14,01/01/2014,31/03/2014,0.738
08/10/2009,Q2_14,01/04/2014,30/06/2014,0.619
08/10/2009,Q3_14,01/07/2014,30/09/2014,0.6015
08/10/2009,Q4_14,01/10/2014,31/12/2014,0.6755
08/10/2009,Q1_15,01/01/2015,31/03/2015,0.7605
09/10/2009,Q1_10,01/01/2010,31/03/2010,0.40125
09/10/2009,Q2_10,01/04/2010,30/06/2010,0.38
09/10/2009,Q3_10,01/07/2010,30/09/2010,0.382
09/10/2009,Q4_10,01/10/2010,31/12/2010,0.5065
09/10/2009,Q1_11,01/01/2011,31/03/2011,0.5755
09/10/2009,Q2_11,01/04/2011,30/06/2011,0.4995
09/10/2009,Q3_11,01/07/2011,30/09/2011,0.4885
09/10/2009,Q4_11,01/10/2011,31/12/2011,0.5685
09/10/2009,Q1_12,01/01/2012,31/03/2012,0.6485
09/10/2009,Q2_12,01/04/2012,30/06/2012,0.545
09/10/2009,Q3_12,01/07/2012,30/09/2012,0.531
09/10/2009,Q4_12,01/10/2012,31/12/2012,0.623
09/10/2009,Q1_13,01/01/2013,31/03/2013,0.707
09/10/2009,Q2_13,01/04/2013,30/06/2013,0.605
09/10/2009,Q3_13,01/07/2013,30/09/2013,0.589
09/10/2009,Q4_13,01/10/2013,31/12/2013,0.6575
09/10/2009,Q1_14,01/01/2014,31/03/2014,0.7425
09/10/2009,Q2_14,01/04/2014,30/06/2014,0.628
09/10/2009,Q3_14,01/07/2014,30/09/2014,0.6105
09/10/2009,Q4_14,01/10/2014,31/12/2014,0.6845
09/10/2009,Q1_15,01/01/2015,31/03/2015,0.7695
12/10/2009,Q1_10,01/01/2010,31/03/2010,0.4285
12/10/2009,Q2_10,01/04/2010,30/06/2010,0.4035
12/10/2009,Q3_10,01/07/2010,30/09/2010,0.4065
12/10/2009,Q4_10,01/10/2010,31/12/2010,0.5355
12/10/2009,Q1_11,01/01/2011,31/03/2011,0.6045
12/10/2009,Q2_11,01/04/2011,30/06/2011,0.5195
12/10/2009,Q3_11,01/07/2011,30/09/2011,0.5085
12/10/2009,Q4_11,01/10/2011,31/12/2011,0.5895
12/10/2009,Q1_12,01/01/2012,31/03/2012,0.6655
12/10/2009,Q2_12,01/04/2012,30/06/2012,0.5725
12/10/2009,Q3_12,01/07/2012,30/09/2012,0.5585
12/10/2009,Q4_12,01/10/2012,31/12/2012,0.6405
12/10/2009,Q1_13,01/01/2013,31/03/2013,0.7245
12/10/2009,Q2_13,01/04/2013,30/06/2013,0.614
12/10/2009,Q3_13,01/07/2013,30/09/2013,0.598
12/10/2009,Q4_13,01/10/2013,31/12/2013,0.6725
12/10/2009,Q1_14,01/01/2014,31/03/2014,0.7575
12/10/2009,Q2_14,01/04/2014,30/06/2014,0.638
12/10/2009,Q3_14,01/07/2014,30/09/2014,0.6205
12/10/2009,Q4_14,01/10/2014,31/12/2014,0.6965
12/10/2009,Q1_15,01/01/2015,31/03/2015,0.7815
13/10/2009,Q1_10,01/01/2010,31/03/2010,0.42675
13/10/2009,Q2_10,01/04/2010,30/06/2010,0.4055
13/10/2009,Q3_10,01/07/2010,30/09/2010,0.4085
13/10/2009,Q4_10,01/10/2010,31/12/2010,0.542
13/10/2009,Q1_11,01/01/2011,31/03/2011,0.611
13/10/2009,Q2_11,01/04/2011,30/06/2011,0.5255
13/10/2009,Q3_11,01/07/2011,30/09/2011,0.5145
13/10/2009,Q4_11,01/10/2011,31/12/2011,0.5975
13/10/2009,Q1_12,01/01/2012,31/03/2012,0.6735
13/10/2009,Q2_12,01/04/2012,30/06/2012,0.5815
13/10/2009,Q3_12,01/07/2012,30/09/2012,0.5675
13/10/2009,Q4_12,01/10/2012,31/12/2012,0.6505
13/10/2009,Q1_13,01/01/2013,31/03/2013,0.7345
13/10/2009,Q2_13,01/04/2013,30/06/2013,0.624
13/10/2009,Q3_13,01/07/2013,30/09/2013,0.608
13/10/2009,Q4_13,01/10/2013,31/12/2013,0.6835
13/10/2009,Q1_14,01/01/2014,31/03/2014,0.7685
13/10/2009,Q2_14,01/04/2014,30/06/2014,0.651
13/10/2009,Q3_14,01/07/2014,30/09/2014,0.6335
13/10/2009,Q4_14,01/10/2014,31/12/2014,0.7065
13/10/2009,Q1_15,01/01/2015,31/03/2015,0.7915
14/10/2009,Q1_10,01/01/2010,31/03/2010,0.41525
14/10/2009,Q2_10,01/04/2010,30/06/2010,0.394
14/10/2009,Q3_10,01/07/2010,30/09/2010,0.397
14/10/2009,Q4_10,01/10/2010,31/12/2010,0.5385
14/10/2009,Q1_11,01/01/2011,31/03/2011,0.6075
14/10/2009,Q2_11,01/04/2011,30/06/2011,0.5205
14/10/2009,Q3_11,01/07/2011,30/09/2011,0.5095
14/10/2009,Q4_11,01/10/2011,31/12/2011,0.597
14/10/2009,Q1_12,01/01/2012,31/03/2012,0.673
14/10/2009,Q2_12,01/04/2012,30/06/2012,0.5815
14/10/2009,Q3_12,01/07/2012,30/09/2012,0.5675
14/10/2009,Q4_12,01/10/2012,31/12/2012,0.6525
14/10/2009,Q1_13,01/01/2013,31/03/2013,0.7365
14/10/2009,Q2_13,01/04/2013,30/06/2013,0.6255
14/10/2009,Q3_13,01/07/2013,30/09/2013,0.6095
14/10/2009,Q4_13,01/10/2013,31/12/2013,0.685
14/10/2009,Q1_14,01/01/2014,31/03/2014,0.77
14/10/2009,Q2_14,01/04/2014,30/06/2014,0.652
14/10/2009,Q3_14,01/07/2014,30/09/2014,0.6345
14/10/2009,Q4_14,01/10/2014,31/12/2014,0.7075
14/10/2009,Q1_15,01/01/2015,31/03/2015,0.7925
15/10/2009,Q1_10,01/01/2010,31/03/2010,0.40775
15/10/2009,Q2_10,01/04/2010,30/06/2010,0.388
15/10/2009,Q3_10,01/07/2010,30/09/2010,0.3905
15/10/2009,Q4_10,01/10/2010,31/12/2010,0.5275
15/10/2009,Q1_11,01/01/2011,31/03/2011,0.5965
15/10/2009,Q2_11,01/04/2011,30/06/2011,0.5135
15/10/2009,Q3_11,01/07/2011,30/09/2011,0.5025
15/10/2009,Q4_11,01/10/2011,31/12/2011,0.596
15/10/2009,Q1_12,01/01/2012,31/03/2012,0.671
15/10/2009,Q2_12,01/04/2012,30/06/2012,0.575
15/10/2009,Q3_12,01/07/2012,30/09/2012,0.561
15/10/2009,Q4_12,01/10/2012,31/12/2012,0.651
15/10/2009,Q1_13,01/01/2013,31/03/2013,0.7355
15/10/2009,Q2_13,01/04/2013,30/06/2013,0.6255
15/10/2009,Q3_13,01/07/2013,30/09/2013,0.6095
15/10/2009,Q4_13,01/10/2013,31/12/2013,0.685
15/10/2009,Q1_14,01/01/2014,31/03/2014,0.77
15/10/2009,Q2_14,01/04/2014,30/06/2014,0.652
15/10/2009,Q3_14,01/07/2014,30/09/2014,0.6345
15/10/2009,Q4_14,01/10/2014,31/12/2014,0.7075
15/10/2009,Q1_15,01/01/2015,31/03/2015,0.7925
16/10/2009,Q1_10,01/01/2010,31/03/2010,0.40725
16/10/2009,Q2_10,01/04/2010,30/06/2010,0.387
16/10/2009,Q3_10,01/07/2010,30/09/2010,0.3895
16/10/2009,Q4_10,01/10/2010,31/12/2010,0.5255
16/10/2009,Q1_11,01/01/2011,31/03/2011,0.5945
16/10/2009,Q2_11,01/04/2011,30/06/2011,0.512
16/10/2009,Q3_11,01/07/2011,30/09/2011,0.501
16/10/2009,Q4_11,01/10/2011,31/12/2011,0.5975
16/10/2009,Q1_12,01/01/2012,31/03/2012,0.6725
16/10/2009,Q2_12,01/04/2012,30/06/2012,0.575
16/10/2009,Q3_12,01/07/2012,30/09/2012,0.561
16/10/2009,Q4_12,01/10/2012,31/12/2012,0.653
16/10/2009,Q1_13,01/01/2013,31/03/2013,0.737
16/10/2009,Q2_13,01/04/2013,30/06/2013,0.6255
16/10/2009,Q3_13,01/07/2013,30/09/2013,0.6095
16/10/2009,Q4_13,01/10/2013,31/12/2013,0.685
16/10/2009,Q1_14,01/01/2014,31/03/2014,0.77
16/10/2009,Q2_14,01/04/2014,30/06/2014,0.652
16/10/2009,Q3_14,01/07/2014,30/09/2014,0.6345
16/10/2009,Q4_14,01/10/2014,31/12/2014,0.7075
16/10/2009,Q1_15,01/01/2015,31/03/2015,0.7925
19/10/2009,Q1_10,01/01/2010,31/03/2010,0.416
19/10/2009,Q2_10,01/04/2010,30/06/2010,0.396
19/10/2009,Q3_10,01/07/2010,30/09/2010,0.398
19/10/2009,Q4_10,01/10/2010,31/12/2010,0.533
19/10/2009,Q1_11,01/01/2011,31/03/2011,0.602
19/10/2009,Q2_11,01/04/2011,30/06/2011,0.5175
19/10/2009,Q3_11,01/07/2011,30/09/2011,0.5065
19/10/2009,Q4_11,01/10/2011,31/12/2011,0.6065
19/10/2009,Q1_12,01/01/2012,31/03/2012,0.6815
19/10/2009,Q2_12,01/04/2012,30/06/2012,0.583
19/10/2009,Q3_12,01/07/2012,30/09/2012,0.569
19/10/2009,Q4_12,01/10/2012,31/12/2012,0.666
19/10/2009,Q1_13,01/01/2013,31/03/2013,0.75
19/10/2009,Q2_13,01/04/2013,30/06/2013,0.633
19/10/2009,Q3_13,01/07/2013,30/09/2013,0.617
19/10/2009,Q4_13,01/10/2013,31/12/2013,0.693
19/10/2009,Q1_14,01/01/2014,31/03/2014,0.778
19/10/2009,Q2_14,01/04/2014,30/06/2014,0.659
19/10/2009,Q3_14,01/07/2014,30/09/2014,0.6415
19/10/2009,Q4_14,01/10/2014,31/12/2014,0.7155
19/10/2009,Q1_15,01/01/2015,31/03/2015,0.8005
20/10/2009,Q1_10,01/01/2010,31/03/2010,0.41825
20/10/2009,Q2_10,01/04/2010,30/06/2010,0.398
20/10/2009,Q3_10,01/07/2010,30/09/2010,0.4
20/10/2009,Q4_10,01/10/2010,31/12/2010,0.5365
20/10/2009,Q1_11,01/01/2011,31/03/2011,0.6055
20/10/2009,Q2_11,01/04/2011,30/06/2011,0.5185
20/10/2009,Q3_11,01/07/2011,30/09/2011,0.5075
20/10/2009,Q4_11,01/10/2011,31/12/2011,0.607
20/10/2009,Q1_12,01/01/2012,31/03/2012,0.682
20/10/2009,Q2_12,01/04/2012,30/06/2012,0.581
20/10/2009,Q3_12,01/07/2012,30/09/2012,0.567
20/10/2009,Q4_12,01/10/2012,31/12/2012,0.663
20/10/2009,Q1_13,01/01/2013,31/03/2013,0.747
20/10/2009,Q2_13,01/04/2013,30/06/2013,0.631
20/10/2009,Q3_13,01/07/2013,30/09/2013,0.615
20/10/2009,Q4_13,01/10/2013,31/12/2013,0.691
20/10/2009,Q1_14,01/01/2014,31/03/2014,0.776
20/10/2009,Q2_14,01/04/2014,30/06/2014,0.657
20/10/2009,Q3_14,01/07/2014,30/09/2014,0.6395
20/10/2009,Q4_14,01/10/2014,31/12/2014,0.7135
20/10/2009,Q1_15,01/01/2015,31/03/2015,0.7985
21/10/2009,Q1_10,01/01/2010,31/03/2010,0.42475
21/10/2009,Q2_10,01/04/2010,30/06/2010,0.4045
21/10/2009,Q3_10,01/07/2010,30/09/2010,0.4065
21/10/2009,Q4_10,01/10/2010,31/12/2010,0.542
21/10/2009,Q1_11,01/01/2011,31/03/2011,0.611
21/10/2009,Q2_11,01/04/2011,30/06/2011,0.521
21/10/2009,Q3_11,01/07/2011,30/09/2011,0.51
21/10/2009,Q4_11,01/10/2011,31/12/2011,0.609
21/10/2009,Q1_12,01/01/2012,31/03/2012,0.684
21/10/2009,Q2_12,01/04/2012,30/06/2012,0.584
21/10/2009,Q3_12,01/07/2012,30/09/2012,0.57
21/10/2009,Q4_12,01/10/2012,31/12/2012,0.663
21/10/2009,Q1_13,01/01/2013,31/03/2013,0.747
21/10/2009,Q2_13,01/04/2013,30/06/2013,0.6325
21/10/2009,Q3_13,01/07/2013,30/09/2013,0.6165
21/10/2009,Q4_13,01/10/2013,31/12/2013,0.692
21/10/2009,Q1_14,01/01/2014,31/03/2014,0.777
21/10/2009,Q2_14,01/04/2014,30/06/2014,0.658
21/10/2009,Q3_14,01/07/2014,30/09/2014,0.6405
21/10/2009,Q4_14,01/10/2014,31/12/2014,0.7145
21/10/2009,Q1_15,01/01/2015,31/03/2015,0.7995
22/10/2009,Q1_10,01/01/2010,31/03/2010,0.4235
22/10/2009,Q2_10,01/04/2010,30/06/2010,0.4025
22/10/2009,Q3_10,01/07/2010,30/09/2010,0.4045
22/10/2009,Q4_10,01/10/2010,31/12/2010,0.5395
22/10/2009,Q1_11,01/01/2011,31/03/2011,0.6085
22/10/2009,Q2_11,01/04/2011,30/06/2011,0.52
22/10/2009,Q3_11,01/07/2011,30/09/2011,0.509
22/10/2009,Q4_11,01/10/2011,31/12/2011,0.6055
22/10/2009,Q1_12,01/01/2012,31/03/2012,0.6805
22/10/2009,Q2_12,01/04/2012,30/06/2012,0.582
22/10/2009,Q3_12,01/07/2012,30/09/2012,0.568
22/10/2009,Q4_12,01/10/2012,31/12/2012,0.663
22/10/2009,Q1_13,01/01/2013,31/03/2013,0.747
22/10/2009,Q2_13,01/04/2013,30/06/2013,0.631
22/10/2009,Q3_13,01/07/2013,30/09/2013,0.615
22/10/2009,Q4_13,01/10/2013,31/12/2013,0.691
22/10/2009,Q1_14,01/01/2014,31/03/2014,0.776
22/10/2009,Q2_14,01/04/2014,30/06/2014,0.657
22/10/2009,Q3_14,01/07/2014,30/09/2014,0.6395
22/10/2009,Q4_14,01/10/2014,31/12/2014,0.7135
22/10/2009,Q1_15,01/01/2015,31/03/2015,0.7985
23/10/2009,Q1_10,01/01/2010,31/03/2010,0.41325
23/10/2009,Q2_10,01/04/2010,30/06/2010,0.3945
23/10/2009,Q3_10,01/07/2010,30/09/2010,0.3965
23/10/2009,Q4_10,01/10/2010,31/12/2010,0.5335
23/10/2009,Q1_11,01/01/2011,31/03/2011,0.6025
23/10/2009,Q2_11,01/04/2011,30/06/2011,0.515
23/10/2009,Q3_11,01/07/2011,30/09/2011,0.504
23/10/2009,Q4_11,01/10/2011,31/12/2011,0.602
23/10/2009,Q1_12,01/01/2012,31/03/2012,0.677
23/10/2009,Q2_12,01/04/2012,30/06/2012,0.58
23/10/2009,Q3_12,01/07/2012,30/09/2012,0.5665
23/10/2009,Q4_12,01/10/2012,31/12/2012,0.657
23/10/2009,Q1_13,01/01/2013,31/03/2013,0.741
23/10/2009,Q2_13,01/04/2013,30/06/2013,0.6275
23/10/2009,Q3_13,01/07/2013,30/09/2013,0.6115
23/10/2009,Q4_13,01/10/2013,31/12/2013,0.691
23/10/2009,Q1_14,01/01/2014,31/03/2014,0.776
23/10/2009,Q2_14,01/04/2014,30/06/2014,0.655
23/10/2009,Q3_14,01/07/2014,30/09/2014,0.6375
23/10/2009,Q4_14,01/10/2014,31/12/2014,0.7135
23/10/2009,Q1_15,01/01/2015,31/03/2015,0.7985
26/10/2009,Q1_10,01/01/2010,31/03/2010,0.40225
26/10/2009,Q2_10,01/04/2010,30/06/2010,0.386
26/10/2009,Q3_10,01/07/2010,30/09/2010,0.388
26/10/2009,Q4_10,01/10/2010,31/12/2010,0.5215
26/10/2009,Q1_11,01/01/2011,31/03/2011,0.5905
26/10/2009,Q2_11,01/04/2011,30/06/2011,0.5065
26/10/2009,Q3_11,01/07/2011,30/09/2011,0.4955
26/10/2009,Q4_11,01/10/2011,31/12/2011,0.5925
26/10/2009,Q1_12,01/01/2012,31/03/2012,0.6675
26/10/2009,Q2_12,01/04/2012,30/06/2012,0.575
26/10/2009,Q3_12,01/07/2012,30/09/2012,0.561
26/10/2009,Q4_12,01/10/2012,31/12/2012,0.647
26/10/2009,Q1_13,01/01/2013,31/03/2013,0.731
26/10/2009,Q2_13,01/04/2013,30/06/2013,0.623
26/10/2009,Q3_13,01/07/2013,30/09/2013,0.607
26/10/2009,Q4_13,01/10/2013,31/12/2013,0.6855
26/10/2009,Q1_14,01/01/2014,31/03/2014,0.7705
26/10/2009,Q2_14,01/04/2014,30/06/2014,0.651
26/10/2009,Q3_14,01/07/2014,30/09/2014,0.6335
26/10/2009,Q4_14,01/10/2014,31/12/2014,0.7085
26/10/2009,Q1_15,01/01/2015,31/03/2015,0.7935
27/10/2009,Q1_10,01/01/2010,31/03/2010,0.40725
27/10/2009,Q2_10,01/04/2010,30/06/2010,0.387
27/10/2009,Q3_10,01/07/2010,30/09/2010,0.389
27/10/2009,Q4_10,01/10/2010,31/12/2010,0.5225
27/10/2009,Q1_11,01/01/2011,31/03/2011,0.5915
27/10/2009,Q2_11,01/04/2011,30/06/2011,0.5015
27/10/2009,Q3_11,01/07/2011,30/09/2011,0.4905
27/10/2009,Q4_11,01/10/2011,31/12/2011,0.585
27/10/2009,Q1_12,01/01/2012,31/03/2012,0.66
27/10/2009,Q2_12,01/04/2012,30/06/2012,0.568
27/10/2009,Q3_12,01/07/2012,30/09/2012,0.554
27/10/2009,Q4_12,01/10/2012,31/12/2012,0.641
27/10/2009,Q1_13,01/01/2013,31/03/2013,0.725
27/10/2009,Q2_13,01/04/2013,30/06/2013,0.6185
27/10/2009,Q3_13,01/07/2013,30/09/2013,0.6025
27/10/2009,Q4_13,01/10/2013,31/12/2013,0.679
27/10/2009,Q1_14,01/01/2014,31/03/2014,0.764
27/10/2009,Q2_14,01/04/2014,30/06/2014,0.649
27/10/2009,Q3_14,01/07/2014,30/09/2014,0.6315
27/10/2009,Q4_14,01/10/2014,31/12/2014,0.7055
27/10/2009,Q1_15,01/01/2015,31/03/2015,0.7905
28/10/2009,Q1_10,01/01/2010,31/03/2010,0.4075
28/10/2009,Q2_10,01/04/2010,30/06/2010,0.384
28/10/2009,Q3_10,01/07/2010,30/09/2010,0.386
28/10/2009,Q4_10,01/10/2010,31/12/2010,0.511
28/10/2009,Q1_11,01/01/2011,31/03/2011,0.58
